Attribution ID,Source,Dating,Dating (range),Source Origin,Modern Country for Source Origin,Source type,Piece,Attributed to Josquin?,NJE Number,Genre,Voices,Attribution Category,Probable Composer,Other Attribution in Source
Attr_526,BrusBR IV.90 / BrusBR IV.1274 / TourBV 94,1519,~1510–19,,Belgium/Netherlands,manuscript,Mon seul plaisir,no,28.26,songs and instrumental pieces,4,4b,Ninot le Petit,
Attr_527,BrusBR IV.90 / BrusBR IV.1274 / TourBV 94,1519,~1510–19,,Belgium/Netherlands,manuscript,Plus nulz regretz,no,28.28,songs and instrumental pieces,4,1,,
Attr_528,BrusBR IV.90 / BrusBR IV.1274 / TourBV 94,1519,~1510–19,,Belgium/Netherlands,manuscript,Baisiez moy,no,28.4,songs and instrumental pieces,4,2,,
Attr_529,FlorBN II.I.232,1519,~1515–19,Florence,Italy,manuscript,Gloria De beata virgine,yes,13.7,mass,4,2,,
Attr_530,FlorBN II.I.232,1519,~1515–19,Florence,Italy,manuscript,Ecce tu pulchra es,yes,14.6,motet,4,3,,
Attr_531,FlorBN II.I.232,1519,~1515–19,Florence,Italy,manuscript,Planxit autem David,no,14.9,motet,4,4a,,Ninot Le Petit
Attr_532,FlorBN II.I.232,1519,~1515–19,Florence,Italy,manuscript,Bonitatem fecisti,no,15.5,motet,4,4b,Carpentras,Carpentras
Attr_533,FlorBN II.I.232,1519,~1515–19,Florence,Italy,manuscript,Memor esto verbi tui,yes,17.14,motet,4,1,,
Attr_534,FlorBN II.I.232,1519,~1515–19,Florence,Italy,manuscript,Misericordias domini,yes,18.4,motet,4,4a,,
Attr_535,FlorBN II.I.232,1519,~1515–19,Florence,Italy,manuscript,Liber generationis Jesu Christi,yes,19.13,motet,4,1,,
Attr_536,FlorBN II.I.232,1519,~1515–19,Florence,Italy,manuscript,Missus est Gabriel angelus,yes,20.7,motet,4,1,,
Attr_537,FlorBN II.I.232,1519,~1515–19,Florence,Italy,manuscript,Huc me sydereo,yes,21.5,motet,5,1,,
Attr_538,FlorBN II.I.232,1519,~1515–19,Florence,Italy,manuscript,O admirabile commercium,yes,21.7,motet,4,1,,
Attr_539,FlorBN II.I.232,1519,~1515–19,Florence,Italy,manuscript,O bone et dulcis domine,yes,21.8,motet,4,3,,
Attr_540,FlorBN II.I.232,1519,~1515–19,Florence,Italy,manuscript,Alma redemptoris mater,yes,23.1,motet,4,3,,
Attr_541,FlorBN II.I.232,1519,~1515–19,Florence,Italy,manuscript,Alma redemptoris mater / Ave regina,yes,23.2,motet,4,1,,
Attr_542,FlorBN II.I.232,1519,~1515–19,Florence,Italy,manuscript,Ave Maria,yes,23.6,motet,4,1,,
Attr_543,FlorBN II.I.232,1519,~1515–19,Florence,Italy,manuscript,Stabat mater,yes,25.9,motet,5,1,,
Attr_544,FlorBN II.I.232,1519,~1515–19,Florence,Italy,manuscript,Salve mater salvatoris,no,Jos9920,songs and instrumental pieces,4,4b,Jean Mouton,
Attr_545,MunBS 510,1519,~1513–19,Munich,Germany,manuscript,Missa De beata virgine,no,3.3,mass,4-5,1,,
Attr_546,MunBS 510,1519,~1513–19,Munich,Germany,manuscript,Missa Pange lingua,no,4.3,mass,4,1,,
Attr_547,MunBS 510,1519,~1513–19,Munich,Germany,manuscript,Missa Faysant regretz,no,8.1,mass,4,1,,
Attr_548,Petrucci 1519|1,1519,,Fossombrone,Italy,printed vocal music,Miseremini mei,no,14.8,motet,4,4b,Jean Richafort,Richafort
Attr_549,Petrucci 1519|1,1519,,Fossombrone,Italy,printed vocal music,"Judica me, deus",no,17.8,motet,4,4b,Arnold Caen,Caen
Attr_550,Petrucci 1519|2,1519,,Fossombrone,Italy,printed vocal music,Quam pulchra es,no,14.10,motet,4,4b,Pierre Moulu,Jean Mouton
Attr_551,Petrucci 1519|2,1519,,Fossombrone,Italy,printed vocal music,"Domine, ne in furore",yes,16.6,motet,4,2,,
Attr_552,Petrucci 1519|2,1519,,Fossombrone,Italy,printed vocal music,"Miserere mei, deus",yes,18.3,motet,5,1,,
Attr_553,Petrucci 1519|2,1519,,Fossombrone,Italy,printed vocal music,Tulerunt dominum,no,20.14,motet,4,4b,Michele Pesenti,Pesenti
Attr_554,Petrucci 1519|2,1519,,Fossombrone,Italy,printed vocal music,Huc me sydereo,yes,21.5,motet,5,1,,
Attr_555,Petrucci 1519|2,1519,,Fossombrone,Italy,printed vocal music,Alma redemptoris mater,yes,23.1,motet,4,3,,
Attr_556,Petrucci 1519|2,1519,,Fossombrone,Italy,printed vocal music,Ave noblissima creatura,yes,23.11,motet,6,3,,
Attr_557,Petrucci 1519|2,1519,,Fossombrone,Italy,printed vocal music,Preter rerum seriem,yes,24.11,motet,6,1,,
Attr_558,Petrucci 1519|2,1519,,Fossombrone,Italy,printed vocal music,Virgo salutiferi,yes,25.13,motet,5,1,,
Attr_559,Petrucci 1519|2,1519,,Fossombrone,Italy,printed vocal music,Stabat mater,yes,25.9,motet,5,1,,
Attr_560,Petrucci 1519|3,1519,,Fossombrone,Italy,printed vocal music,"Deus, in nomine tuo",no,16.2,motet,4,4b,Carpentras,
Attr_561,Petrucci 1519|3,1519,,Fossombrone,Italy,printed vocal music,Misericordias domini,yes,18.4,motet,4,4a,,
Attr_562,Petrucci 1519|3,1519,,Fossombrone,Italy,printed vocal music,Lectio actuum apostolorum,yes,19.12,motet,5,4b,Johannes Viardot,
Attr_563,Petrucci 1519|3,1519,,Fossombrone,Italy,printed vocal music,Missus est angelus Gabriel,yes,20.6,motet,5,4a,,
Attr_564,Petrucci 1519|3,1519,,Fossombrone,Italy,printed vocal music,"Inviolata, integra et casta es",yes,24.4,motet,5,1,,
Attr_565,Petrucci 1519|3,1519,,Fossombrone,Italy,printed vocal music,Verbum bonum et suave,no,25.11,motet,6?,4a,,
Attr_566,VatS 160,1519,~1518–19,Brabant (Mechelen/Antwerp?),Belgium,manuscript,Missa De beata virgine,no,3.3,mass,4-5,1,,
Attr_567,VatS 46,1519,~1517–19,Rome,Italy,manuscript,"Regina celi, letare",no,25.3,motet,6,4a,,
Attr_568,VatS 46,1519,~1517–19,Rome,Italy,manuscript,"Regina celi, letare",no,Jos9903,motet,6,4a,,
Attr_569,Antico 1520|1,1520,,Venice,Italy,printed vocal music,Recordare virgo mater,yes,25.1,motet,4,3,,
Attr_570,Antico 1520|2,1520,,Venice,Italy,printed vocal music,Miseremini mei,yes,14.8,motet,4,4b,Jean Richafort,
Attr_571,Antico 1520|2,1520,,Venice,Italy,printed vocal music,Salve mater salvatoris,yes (written in single partbook),Jos9920,songs and instrumental pieces,4,4b,Jean Mouton,Mouton
Attr_572,Antico 1520|3,1520,,Venice,Italy,printed vocal music,En l'ombre d'ung buissonnet,no,28.13,songs and instrumental pieces,4,3,,
Attr_573,Antico 1520|3,1520,,Venice,Italy,printed vocal music,Baisiez moy,no,28.4,songs and instrumental pieces,4,2,,
Attr_574,Antico 1520|6,1520,,Venice,Italy,printed vocal music,Fors seulement,no,27.10,songs and instrumental pieces,3,4b,,
Attr_575,AntP M18.13/2,1520,~1508–20,Brussels/Mechelen,Belgium,manuscript,Missa Missus est Gabriel angelus,no,10.2,mass,4,4b,Pierre Moulu,
Attr_576,AugsS 142a,1520,~1520,Augsburg,Germany,manuscript,Qui edunt me,yes,14.11,motet,2,3,,
Attr_577,BasU F.VI.26h,1520,~1500–20,Basel,Switzerland,manuscript,Missa De beata virgine,no,3.3,mass,4-5,1,,
Attr_578,BerlS 40154,1520,~1520,southern Germany,Germany,manuscript tablature,Baisiez moy,no,28.4,songs and instrumental pieces,4,2,,
Attr_579,BolC A71,1520,~1515–20,Bologna,Italy,manuscript,Se congié prens,yes,30.10,songs and instrumental pieces,6,1,,
Attr_580,BuffaloU A3,1520,~1520,northern Italy/southern Germany,Germany/Italy,manuscript,Memor esto verbi tui,yes,17.14,motet,4,1,,
Attr_581,FlorBN BR 337,1520,~1520,Florence,Italy,manuscript,"In te, domine, speravi",no,28.18,songs and instrumental pieces,4,3,,
Attr_582,FlorBN BR 337,1520,~1520,Florence,Italy,manuscript,Scaramella,yes,28.30,songs and instrumental pieces,4,1,,
Attr_583,FlorBN Panc. 27,1520,~1505–20,Mantua/Ferrara?,Italy,manuscript,Tu solus qui facis mirabilia,yes,22.5,motet,4,1,,
Attr_584,FlorBN Panc. 27,1520,~1505–20,Mantua/Ferrara?,Italy,manuscript,Fortuna d'un gran tempo,no,27.12,songs and instrumental pieces,3,2,,
Attr_585,FlorBN Panc. 27,1520,~1505–20,Mantua/Ferrara?,Italy,manuscript,Helas que pourra,no,27.14,songs and instrumental pieces,3,4b,Heinrich Isaac,Isaac
Attr_586,FlorBN Panc. 27,1520,~1505–20,Mantua/Ferrara?,Italy,manuscript,"In te, domine, speravi",no,28.18,songs and instrumental pieces,4,3,,Josquin Dascanio
Attr_587,FlorBN Panc. 27,1520,~1505–20,Mantua/Ferrara?,Italy,manuscript,Missa D'ung aultre amer,yes,7.3,mass,4,2,,
Attr_588,FlorC 2441,1520,early sixteenth century,Milan,Italy,manuscript,"In te, domine, speravi",no,28.18,songs and instrumental pieces,4,3,,
Attr_589,FlorC 2442,1520,~1508–20,,France,manuscript,Je ris,yes,28.19,songs and instrumental pieces,4,3,,
Attr_590,FrankSU 2,1520,~1505–20,,Germany/Austria/Switzerland,manuscript,Missa Ave maris stella,no,3.1,mass,4,1,,
Attr_591,FrankSU 2,1520,~1505–20,,Germany/Austria/Switzerland,manuscript,Missa Sub tuum presidium,no,4.5,mass,4,4b,Pierre de La Rue,
Attr_592,FrankSU 2,1520,~1505–20,,Germany/Austria/Switzerland,manuscript,Missa L'homme armé super voces musicales,no,6.3,mass,4,1,,
Attr_593,Grimm & Wirsung 1520|4,1520,,Augsburg,Germany,printed vocal music,De profundis clamavi [low clefs],yes,15.11,motet,4,4b,Nicolas Champion,
Attr_594,Grimm & Wirsung 1520|4,1520,,Augsburg,Germany,printed vocal music,"Beati omnes, qui timent dominum",no,15.2,motet,4,4b,Ludwig Senfl,Senfl
Attr_595,Grimm & Wirsung 1520|4,1520,,Augsburg,Germany,printed vocal music,"Deus, in adjutorium meum",no,16.1,motet,4,4b,Nicolas Champion,
Attr_596,Grimm & Wirsung 1520|4,1520,,Augsburg,Germany,printed vocal music,"Miserere mei, deus",yes,18.3,motet,5,1,,
Attr_597,Grimm & Wirsung 1520|4,1520,,Augsburg,Germany,printed vocal music,Lectio actuum apostolorum,no,19.12,motet,5,4b,Johannes Viardot,
Attr_598,Grimm & Wirsung 1520|4,1520,,Augsburg,Germany,printed vocal music,Missus est angelus Gabriel,no,20.6,motet,5,4a,,Jean Mouton
Attr_599,Grimm & Wirsung 1520|4,1520,,Augsburg,Germany,printed vocal music,"Benedicta es, celorum regina",yes,23.13,motet,6,1,,
Attr_600,Grimm & Wirsung 1520|4,1520,,Augsburg,Germany,printed vocal music,Preter rerum seriem,yes,24.11,motet,6,1,,
Attr_601,Grimm & Wirsung 1520|4,1520,,Augsburg,Germany,printed vocal music,"Inviolata, integra et casta es",yes,24.4,motet,5,1,,
Attr_602,Grimm & Wirsung 1520|4,1520,,Augsburg,Germany,printed vocal music,O virgo prudentissima,yes,24.9,motet,6,1,,
Attr_603,Grimm & Wirsung 1520|4,1520,,Augsburg,Germany,printed vocal music,Stabat mater,yes,25.9,motet,5,1,,
Attr_604,Grimm & Wirsung 1520|4,1520,,Augsburg,Germany,printed vocal music,Anima mea liquefacta est,no,App. 5,motet,6,4a,,
Attr_605,Grimm & Wirsung 1520|4,1520,,Augsburg,Germany,printed vocal music,Anima mea liquefacta est,no,App. 5,motet,6,4a,,
Attr_606,JenaU 12,1520,~1518–20,Brussels/Mechelen,Belgium,manuscript,Missa Sub tuum presidium,no,4.5,mass,4,4b,Pierre de La Rue,La Rue
Attr_607,JenaU 3,1520,~1518–20,Brussels/Mechelen,Belgium,manuscript,Missa Hercules dux Ferrarie,yes,11.1,mass,4(-6),1,,
Attr_608,JenaU 3,1520,~1518–20,Brussels/Mechelen,Belgium,manuscript,Missa Sine nomine,yes,12.2,mass,4,1,,
Attr_609,JenaU 3,1520,~1518–20,Brussels/Mechelen,Belgium,manuscript,Missa Ave maris stella,yes,3.1,mass,4,1,,
Attr_610,JenaU 3,1520,~1518–20,Brussels/Mechelen,Belgium,manuscript,Missa Allez regretz II,no,7.2,mass,4,4b,Loyset Compere,Compere
Attr_611,JenaU 3,1520,~1518–20,Brussels/Mechelen,Belgium,manuscript,Missa Faysant regretz,yes,8.1,mass,4,1,,
Attr_612,JenaU 3,1520,~1518–20,Brussels/Mechelen,Belgium,manuscript,Missa Malheur me bat,yes,9.1,mass,4(-6),1,,
Attr_613,JenaU 36,1520,~1500–20,Wittenberg,Germany,manuscript,Missa De beata virgine,yes,3.3,mass,4-5,1,,
Attr_614,LonBL 31922,1520,~1510–20,London,England,manuscript,Fors seulement,no,27.10,songs and instrumental pieces,3,4b,,
Attr_615,MadP 1335,1520,~1505–20,,Spain,manuscript,"In te, domine, speravi",no,28.18,songs and instrumental pieces,4,3,,Josquin Dascanio
Attr_616,MilA 519,1520,~1520?,Pavia,Italy,manuscript,Quam pulchra es,no,14.10,motet,4,4b,Pierre Moulu,
Attr_617,MunBS 65,1520,~1520,Munich,Germany,manuscript,Missa Dirige,no,3.4,mass,4(-5),4b,Pierre de La Rue,La Rue
Attr_618,RegB C120,1520,~1520,southern Germany/Tirol,Germany/Austria,manuscript,De profundis clamavi [low clefs],no,15.11,motet,4,4b,Nicolas Champion,
Attr_619,RegB C120,1520,~1520,southern Germany/Tirol,Germany/Austria,manuscript,"Domine, ne in furore",no,16.6,motet,4,2,,
Attr_620,RegB C120,1520,~1520,southern Germany/Tirol,Germany/Austria,manuscript,Preter rerum seriem,no,24.11,motet,6,1,,
Attr_621,RegB C120,1520,~1520,southern Germany/Tirol,Germany/Austria,manuscript,"Inviolata, integra et casta es",yes,24.4,motet,5,1,,
Attr_622,RegB C120,1520,~1520,southern Germany/Tirol,Germany/Austria,manuscript,Vultum tuum,no,25.14,motet,4,1,,
Attr_623,RegB C120,1520,~1520,southern Germany/Tirol,Germany/Austria,manuscript,Te deum laudamus,no,26.16,motet,4,4b,Andreas de Silva,
Attr_624,RegB C120,1520,~1520,southern Germany/Tirol,Germany/Austria,manuscript,Leal schray tante,no,28.21,songs and instrumental pieces,4,4b,Pierre de La Rue,La Rue
Attr_625,RegB C120,1520,~1520,southern Germany/Tirol,Germany/Austria,manuscript,"Lourdault, lourdault",no,28.24,songs and instrumental pieces,4,4b,Ninot le Petit,Compere
Attr_626,RegB C120,1520,~1520,southern Germany/Tirol,Germany/Austria,manuscript,Plus nulz regretz,yes,28.28,songs and instrumental pieces,4,1,,
Attr_627,RegB C120,1520,~1520,southern Germany/Tirol,Germany/Austria,manuscript,Adieu mes amours,yes,28.3,songs and instrumental pieces,4,1,,
Attr_628,RegB C120,1520,~1520,southern Germany/Tirol,Germany/Austria,manuscript,Tous les regretz,yes,28.34,songs and instrumental pieces,4,4b,Pierre de La Rue,
Attr_629,RegB C120,1520,~1520,southern Germany/Tirol,Germany/Austria,manuscript,Anima mea liquefacta est,no,App. 5,motet,6,4a,,
Attr_630,RegB C98,1520,early sixteenth century,southern Germany/Austria,Germany/Austria,manuscript,Salve regina,yes (in later hand),25.5,motet,5,1,,
Attr_631,SienBC K.I.2,1520,~1481–1520,Siena,Italy,manuscript,Sancti dei omnes,no,26.14,motet,4,4b,Jean Mouton,
Attr_632,UppsU 76a,1520,~1490–1520,southwestern France,France,manuscript,Mes pensées,no,27.26,songs and instrumental pieces,3,4b,Loyset Compere,
Attr_633,UppsU 76a,1520,~1490–1520,southwestern France,France,manuscript,Entrée suis,no,27.8,songs and instrumental pieces,3,1,,
Attr_634,VatP 1980–1,1520,~1513–20,Rome,Italy,manuscript,Se congié prens,no,30.10,songs and instrumental pieces,6,1,,
Attr_635,VatV 11953,1520,~1515–30,,Germany,manuscript,Anima mea liquefacta est,no,App. 5,motet,6,4a,,
Attr_636,VienNB 4809,1520,~1518–20,Brussels/Mechelen,Belgium,manuscript,Missa Hercules dux Ferrarie,no,11.1,mass,4(-6),1,,
Attr_637,VienNB 4809,1520,~1518–20,Brussels/Mechelen,Belgium,manuscript,Missa Sine nomine,yes,12.2,mass,4,1,,
Attr_638,VienNB 4809,1520,~1518–20,Brussels/Mechelen,Belgium,manuscript,Missa Ave maris stella,yes,3.1,mass,4,1,,
Attr_639,VienNB 4809,1520,~1518–20,Brussels/Mechelen,Belgium,manuscript,Missa De beata virgine,yes,3.3,mass,4-5,1,,
Attr_640,VienNB 4809,1520,~1518–20,Brussels/Mechelen,Belgium,manuscript,Missa Pange lingua,yes,4.3,mass,4,1,,
Attr_641,VienNB 4809,1520,~1518–20,Brussels/Mechelen,Belgium,manuscript,Missa Faysant regretz,no,8.1,mass,4,1,,
Attr_642,VienNB 4809,1520,~1518–20,Brussels/Mechelen,Belgium,manuscript,Missa Malheur me bat,yes,9.1,mass,4(-6),1,,
Attr_643,WolfA A,1520,~1519–20,Munich,Germany,manuscript,Missa De beata virgine,yes,3.3,mass,4-5,1,,
Attr_644,Antico 1521|3,1521,,Venice,Italy,printed vocal music,De profundis clamavi [low clefs],yes,15.11,motet,4,4b,Nicolas Champion,
Attr_645,Antico 1521|3,1521,,Venice,Italy,printed vocal music,"Miserere mei, deus",yes,18.3,motet,5,1,,
Attr_646,Antico 1521|3,1521,,Venice,Italy,printed vocal music,O admirabile commercium,yes,21.7,motet,4,1,,
Attr_647,Antico 1521|3,1521,,Venice,Italy,printed vocal music,"Inviolata, integra et casta es",yes,24.4,motet,5,1,,
Attr_648,Antico 1521|3,1521,,Venice,Italy,printed vocal music,Queramus cum pastoribus,no,26.11,motet,4,4b,Jean Mouton,Mouton
Attr_649,Antico 1521|3,1521,,Venice,Italy,printed vocal music,Tua est potentia,no,26.17,motet,5,4b,Jean Mouton,Mouton
Attr_650,Antico 1521|5,1521,,Venice,Italy,printed vocal music,Salve regina,yes,25.5,motet,5,1,,
Attr_651,Antico 1521|5,1521,,Venice,Italy,printed vocal music,In illo tempore Maria Magdalena,no,26.6,motet,4,4b,Jean Mouton,Mouton
Attr_652,SGallS 530,1521,~1512–21,St. Gallen,Switzerland,manuscript tablature,Si domiero,no,14.13,motet,3,4b,Pierre de La Rue,Alexander Agricola
Attr_653,SGallS 530,1521,~1512–21,St. Gallen,Switzerland,manuscript tablature,Tribulatio et angustia,no,18.11,motet,4,4a,,
Attr_654,SGallS 530,1521,~1512–21,St. Gallen,Switzerland,manuscript tablature,Ecce video celos apertos,no,19.2,motet,3,4b,Nicolaus Craen,Craen
Attr_655,SGallS 530,1521,~1512–21,St. Gallen,Switzerland,manuscript tablature,Magnificat quarti toni,no,20.3,motet,4,4a,,
Attr_656,SGallS 530,1521,~1512–21,St. Gallen,Switzerland,manuscript tablature,O admirabile commercium,no,21.7,motet,4,1,,
Attr_657,SGallS 530,1521,~1512–21,St. Gallen,Switzerland,manuscript tablature,Victime paschali laudes,yes,22.6,motet,4,2,,
Attr_658,SGallS 530,1521,~1512–21,St. Gallen,Switzerland,manuscript tablature,Ave Maria,no,23.6,motet,4,1,,
Attr_659,SGallS 530,1521,~1512–21,St. Gallen,Switzerland,manuscript tablature,Virgo prudentissima,yes,25.12,motet,4,2,,
Attr_660,SGallS 530,1521,~1512–21,St. Gallen,Switzerland,manuscript tablature,Vultum tuum,no,25.14,motet,4,1,,
Attr_661,SGallS 530,1521,~1512–21,St. Gallen,Switzerland,manuscript tablature,Helas que pourra,no,27.14,songs and instrumental pieces,3,4b,Heinrich Isaac,Isaac
Attr_662,SGallS 530,1521,~1512–21,St. Gallen,Switzerland,manuscript tablature,Ach hülff mich leid,yes (in later hand),28.2,songs and instrumental pieces,4,4a,,Buchner
Attr_663,SGallS 530,1521,~1512–21,St. Gallen,Switzerland,manuscript tablature,"Lourdault, lourdault",no,28.24,songs and instrumental pieces,4,4b,Ninot le Petit,Loyset Compere
Attr_664,SGallS 530,1521,~1512–21,St. Gallen,Switzerland,manuscript tablature,Adieu mes amours,yes,28.3,songs and instrumental pieces,4,1,,
Attr_665,SGallS 530,1521,~1512–21,St. Gallen,Switzerland,manuscript tablature,Bergerette savoysienne,yes,28.6,songs and instrumental pieces,4,1,,
Attr_666,Unknown publisher [1521]|4,1521,~1521,Rome,Italy,printed vocal music,De profundis clamavi,yes,15.13,motet,5,2,,
Attr_667,Unknown publisher [1521]|4,1521,~1521,Rome,Italy,printed vocal music,Ave Maria,no,23.5,motet,4,4b,Jean Mouton,Mouton
Attr_668,Unknown publisher [c. 1521]|6,1521,~1521,Venice,Italy,printed vocal music,Salva nos domine,no,26.12,motet,6,4b,Jean Mouton,Mouton
Attr_669,Unknown publisher [c. 1521]|7,1521,~1521,Rome,Italy,printed vocal music,Quam pulchra es,no,14.10,motet,4,4b,Pierre Moulu,
Attr_670,Unknown publisher [c. 1521]|7,1521,~1521,Rome,Italy,printed vocal music,De profundis clamavi [low clefs],no,15.11,motet,4,4b,Nicolas Champion,
Attr_671,Unknown publisher [c. 1521]|7,1521,~1521,Rome,Italy,printed vocal music,O bone et dulcissime Jesu,no,21.9,motet,4,3,,
Attr_672,Unknown publisher [c. 1521]|7,1521,~1521,Rome,Italy,printed vocal music,"Inviolata, integra et casta es",no,24.4,motet,5,1,,
Attr_673,Unknown publisher [c. 1521]|7,1521,~1521,Rome,Italy,printed vocal music,Queramus cum pastoribus,no,26.11,motet,4,4b,Jean Mouton,
Attr_674,Unknown publisher [c. 1521]|7,1521,~1521,Rome,Italy,printed vocal music,In illo tempore Maria Magdalena,no,26.6,motet,4,4b,Jean Mouton,
Attr_675,Unknown publisher [c. 1521]|7,1521,~1521,Rome,Italy,printed vocal music,Incessament mon povre cueur,no,29.9,songs and instrumental pieces,5,4b,Pierre de La Rue,
Attr_676,VatG XII.2,1521,~1518–21,Rome,Italy,manuscript,Missa De beata virgine,yes,3.3,mass,4-5,1,,
Attr_677,VatG XII.2,1521,~1518–21,Rome,Italy,manuscript,Missa Pange lingua,no,4.3,mass,4,1,,
Attr_678,VatG XII.2,1521,~1518–21,Rome,Italy,manuscript,Missa L'homme armé super voces musicales,yes,6.3,mass,4,1,,
Attr_679,VatS 26,1521,~1515–21,Rome,Italy,manuscript,Vultum tuum,yes,25.14,motet,4,1,,
Attr_680,VatS 26,1521,~1515–21,Rome,Italy,manuscript,Tua est potentia,no,26.17,motet,5,4b,Jean Mouton,Mouton
Attr_681,FlorBN Magl. 164–7,1522,~1515–22,Florence,Italy,manuscript,Paratum cor meum,no,18.5,motet,4,4a,,
Attr_682,FlorBN Magl. 164–7,1522,~1515–22,Florence,Italy,manuscript,Missus est Gabriel angelus,no,20.7,motet,4,1,,
Attr_683,FlorBN Magl. 164–7,1522,~1515–22,Florence,Italy,manuscript,O bone et dulcis domine,no,21.8,motet,4,3,,
Attr_684,FlorBN Magl. 164–7,1522,~1515–22,Florence,Italy,manuscript,Alma redemptoris mater / Ave regina,no,23.2,motet,4,1,,
Attr_685,FlorBN Magl. 164–7,1522,~1515–22,Florence,Italy,manuscript,Ave Maria,no,23.6,motet,4,1,,
Attr_686,FlorBN Magl. 164–7,1522,~1515–22,Florence,Italy,manuscript,Entré je suis,no,28.14,songs and instrumental pieces,4,1,,
Attr_687,FlorBN Magl. 164–7,1522,~1515–22,Florence,Italy,manuscript,Plus nulz regretz,no,28.28,songs and instrumental pieces,4,1,,
Attr_688,FlorBN Magl. 164–7,1522,~1515–22,Florence,Italy,manuscript,Scaramella,no,28.30,songs and instrumental pieces,4,1,,
Attr_689,FlorBN Magl. 164–7,1522,~1515–22,Florence,Italy,manuscript,Si j'ay perdu,no,28.32,songs and instrumental pieces,4,4a,,
Attr_690,FlorBN Magl. 164–7,1522,~1515–22,Florence,Italy,manuscript,Fors seulement,no,App. 28.40,songs and instrumental pieces,4,2,,
Attr_691,Giunta & Pasoti 1522,1522,,Rome,Italy,printed vocal music,Missa De beata virgine,yes,3.3,mass,4-5,1,,
Attr_692,Giunta & Pasoti 1522,1522,,Rome,Italy,printed vocal music,Missa Faysant regretz,yes,8.1,mass,4,1,,
Attr_693,PadBC A17,1522,,Padua,Italy,manuscript,Dilectus deo,no,14.4,motet,4,4a,,
Attr_694,PadBC A17,1522,,Padua,Italy,manuscript,Nunc dimittis servum tuum,no,20.8,motet,4,4a,,
Attr_695,PadBC A17,1522,~1520–22,Padua,Italy,manuscript,Pater noster,no,20.9,motet,6,1,,
Attr_696,PadBC A17,1522,,Padua,Italy,manuscript,Qui velatus facie fuisti,no,22.3,motet,4,1,,
Attr_697,PadBC A17,1522,,Padua,Italy,manuscript,"Benedicta es, celorum regina",no,23.13,motet,6,1,,
Attr_698,PadBC A17,1522,,Padua,Italy,manuscript,Vultum tuum,no,25.14,motet,4,1,,
Attr_699,PadBC A17,1522,,Padua,Italy,manuscript,Sancta trinitas ,no,26.13,motet,4,4b,Antoine de Févin,
Attr_700,PadBC A17,1522,,Padua,Italy,manuscript,Congratulamini mihi omnes,no,26.3,motet,4,4a,,
Attr_701,PadBC A17,1522,,Padua,Italy,manuscript,In illo tempore Maria Magdalena,no,26.6,motet,4,4b,Jean Mouton,
Attr_702,BrusBR 228,1523,~1516–23,,Netherlands,manuscript,L'heure est venue,no,27.23,songs and instrumental pieces,3,4b,Alexander Agricola,
Attr_703,BrusBR 228,1523,~1516–23,,Netherlands,manuscript,Ce povre mendiant,no,27.5,songs and instrumental pieces,3,2,,
Attr_704,BrusBR 228,1523,~1516–23,,Netherlands,manuscript,Entré je suis,no,28.14,songs and instrumental pieces,4,1,,
Attr_705,BrusBR 228,1523,~1516–23,,Netherlands,manuscript,Plus nulz regretz,yes,28.28,songs and instrumental pieces,4,1,,
Attr_706,BrusBR 228,1523,~1516–23,,Netherlands,manuscript,Tous les regretz,no,28.34,songs and instrumental pieces,4,4b,Pierre de La Rue,
Attr_707,BrusBR 228,1523,~1519–23,,Netherlands,manuscript,Plaine de deuil,no,29.20,songs and instrumental pieces,5,2,,
Attr_708,BrusBR 228,1523,~1519–23,,Netherlands,manuscript,Proch dolor,no,Jos9904,songs and instrumental pieces,7,4a,,
Attr_709,Cavazzoni 1523,1523,,Venice,Italy,printed tablature,Plusieurs regretz,no,29.21,songs and instrumental pieces,5,2,,
Attr_710,CorBC 95-6/Paris BNN 1817,1523,~1519–23,Florence,Italy,manuscript,Ecce tu pulchra es,no,14.6,motet,4,3,,
Attr_711,CorBC 95-6/Paris BNN 1817,1523,~1519–23,Florence,Italy,manuscript,Misericordias domini,no,18.4,motet,4,4a,,
Attr_712,CorBC 95-6/Paris BNN 1817,1523,~1519–23,Florence,Italy,manuscript,Paratum cor meum,no,18.5,motet,4,4a,,
Attr_713,CorBC 95-6/Paris BNN 1817,1523,~1519–23,Florence,Italy,manuscript,Liber generationis Jesu Christi,no,19.13,motet,4,1,,
Attr_714,CorBC 95-6/Paris BNN 1817,1523,~1519–23,Florence,Italy,manuscript,Tulerunt dominum,no,20.14,motet,4,4b,Michele Pesenti,
Attr_715,CorBC 95-6/Paris BNN 1817,1523,~1519–23,Florence,Italy,manuscript,Missus est Gabriel angelus,no,20.7,motet,4,1,,
Attr_716,CorBC 95-6/Paris BNN 1817,1523,~1519–23,Florence,Italy,manuscript,O bone et dulcis domine,no,21.8,motet,4,3,,
Attr_717,CorBC 95-6/Paris BNN 1817,1523,~1519–23,Florence,Italy,manuscript,Alma redemptoris mater / Ave regina,no,23.2,motet,4,1,,
Attr_718,CorBC 95-6/Paris BNN 1817,1523,~1519–23,Florence,Italy,manuscript,Entré je suis,no,28.14,songs and instrumental pieces,4,1,,
